time,text,support,against,post_id,year,month
2019年9月29日 08:49:46,['推1/10'],0,0,1602781,2019,9
2019年9月28日 09:25:10,['廣傳此做法，救仔呀大家'],0,0,1600300,2019,9
2019年9月28日 09:24:39,"['聽日同 1/10 lihkg都應該會死', '', '大家請廣傳']",0,0,1600300,2019,9
2019年9月4日 07:32:11,['喂，練跨欄會比咩罪比市民？'],0,0,1540775,2019,9
2019年9月4日 07:31:49,"['撤LLM 對準政權', '', '', '', '', '得到黨媒認證', '', '', '#Chinazi旗係一個符號，不斷向世界輸出反共思想！', '', '#Chinazi 赤納粹', 'Chinazi就係China+Nazi。', '赤=共產紅色恐怖, 納粹不解釋。', '', '', '全民反共 對準政權！', '黑警、黨鐵，港共全部都係人民既敵人', '而背後一直有一個終極大Boss中共', '', '呢一刻中共絕對係十個煲得兩個蓋，準備爆煲。', '今日唔號召世界圍堵中共，更待何時？', '', '', '用#Chinazi黎connect全世界', '', '1. Connect所有黃絲。', '殘酷既現實係，並唔係所有黃絲都支持勇武。但黃絲最驚就係共產黨打到黎，一於用反共connect呢班淺黃!', '', '2. Connect部分中立/藍絲。', '中立/藍絲既上一輩，全部都係親身經歷過六四既年代，唔少甚至係大陸生活過。係大陸生活上所面對既不公義、中共點砌人生豬肉、佢地可能比我地感受更深。佢地唔會否認對共產黨既恐懼！一齊黎喚醒佢地對中共既不信任！', '', '3. Connect全世界', 'Nazi既惡行到今時今日都依然係全世界既傷口，但佢地未必注意到係21世紀有個同Nazi不遑多讓既Chinazi！用#chinazi旗加海量文宣，話比佢地知我地既共同敵人係中共！', '', '', '目標：全香港市民都知到呢個符號！', '請大家用各種創意方法令大家知道呢道Chinazi旗！', '記住！存在即勝利！', '', '', '雙手奉上', '', '']",0,0,1540775,2019,9
2019年9月1日 03:12:26,['東涌友！！輪到你地喇'],0,0,1526941,2019,9
2019年8月28日 10:26:18,"['顯示更多', '兩老藍絲呀手足。。。', '兩老見你痴左線咁可能轉呔呢', '分分鐘仲有3000$課金買裝', '唔洗佢課俾我', '俾我出去我俾番3000佢都了呀']",0,0,1514028,2019,8
2019年8月28日 10:08:46,"['顯示更多', '兩老藍絲呀手足。。。', '兩老見你痴左線咁可能轉呔呢', '分分鐘仲有3000$課金買裝', '真']",0,0,1514028,2019,8
2019年8月28日 10:07:18,"['兩老藍絲呀手足。。。', '兩老見你痴左線咁可能轉呔呢', '分分鐘仲有3000$課金買裝', '0']",0,2,1514028,2019,8
2019年8月28日 10:05:54,"['兩老藍絲呀手足。。。', '兩老見你痴左線咁可能轉呔呢', '0']",0,1,1514028,2019,8
2019年8月28日 10:04:00,['總共應該掟左2次'],0,0,1514028,2019,8
2019年8月28日 10:03:34,"['兩老藍絲呀手足。。。', '0']",0,1,1514028,2019,8
2019年8月28日 09:59:09,"['', '手足鳩叫小心', '掉咗啲乜？？', '似陶瓷碗']",0,0,1514028,2019,8
2019年8月28日 09:58:39,"['', '唔知有冇人報驚']",0,0,1514028,2019,8
2019年8月28日 09:57:03,['完全睇唔到掉咗啲咩'],0,0,1514028,2019,8
2019年8月28日 09:47:15,['尚德本土派基地都咁大膽'],0,0,1514028,2019,8
2019年8月28日 09:46:25,"['', '手足鳩叫小心', '掉咗啲乜？？', '0']",0,1,1514028,2019,8
2019年8月28日 09:45:42,['接力'],0,0,1514028,2019,8
2019年8月28日 09:45:09,[],0,0,1514028,2019,8
2019年8月28日 09:42:58,[],0,0,1514028,2019,8
2019年8月28日 09:42:45,[],0,0,1514028,2019,8
2019年8月28日 09:42:35,[],0,0,1514028,2019,8
2019年8月28日 09:41:09,['係自己屋企嗌爆佢囉'],0,0,1514028,2019,8
2019年8月28日 09:40:52,['p牌推唔郁'],0,0,1514028,2019,8
2019年8月25日 09:47:32,['屌 斷我10連'],1,0,1505456,2019,8
2019年8月25日 12:30:25,"['大家真係要小心樓上掟嘢', '今日我路過青衣都有人掟玻璃']",0,0,1505456,2019,8
2019年8月25日 12:22:17,"['秀茂坪呢d廢老狗地方黎', '唔需要光復因為全部都係冇戰鬥力日日得死既廢老黎']",0,0,1505456,2019,8
2019年8月25日 09:54:42,['扔啦扔啦廢老'],0,0,1505456,2019,8
2019年8月25日 09:51:09,"['【眾籌 Google 廣告】 本地文宣 : 多媒體廣告', 'https://lih.kg/1491396']",0,0,1505456,2019,8
2019年8月25日 09:50:37,['屌你老母死藍絲'],0,0,1505456,2019,8
2019年8月25日 09:23:06,"['（推）香港政府最想見到嘅四個字唔係天下太平，而係......', 'https://lih.kg/1504271', '- 分享自 LIHKG 討論區', '', '', '今日水炮車 明日坦克車']",0,0,1505456,2019,8
2019年4月26日 10:48:27,"['其實都唔係錢/換機既問題，最主要都係想拎返D data...', '1']",0,1,1126809,2019,4
2018年2月22日 05:53:25,"['因為杏仁亦要花氣力', '11']",1,1,569132,2018,2
2018年2月22日 05:54:18,"['幽默感嘅野勉強唔嚟', '你個gag係好笑嘅唔使貼圖都有人明', '貼埋圖果下真係胸有成竹咁，但我相信click入黎既無一個會感到半點笑意', '4']",0,1,569132,2018,2
2018年2月22日 05:53:06,"['幽默感嘅野勉強唔嚟', '你個gag係好笑嘅唔使貼圖都有人明', '3']",0,1,569132,2018,2
2018年2月22日 05:53:31,['唔怪得今日咁撚凍啦原來係你個仆街'],1,0,569132,2018,2
2018年2月22日 06:52:00,"['街 =/= 家', '樓主鄉下邊度']",0,0,569132,2018,2
2018年2月22日 06:48:28,['點解香港人要上街？'],0,0,569132,2018,2
2018年2月22日 06:45:16,"['幽默感嘅野勉強唔嚟', '你個gag係好笑嘅唔使貼圖都有人明', '貼埋圖果下真係胸有成竹咁，但我相信click入黎既無一個會感到半點笑意', '畀下面呀 我諗咗個gag成個新年', '人生有幾多個新年俾你虛度光陰']",0,0,569132,2018,2
2018年2月22日 06:24:04,"['幽默感嘅野勉強唔嚟', '你個gag係好笑嘅唔使貼圖都有人明', '貼埋圖果下真係胸有成竹咁，但我相信click入黎既無一個會感到半點笑意', '畀下面呀 我諗咗個gag成個新年', '從前有三隻蝦']",0,0,569132,2018,2
2018年2月22日 05:52:24,['Because 伯母 so sexy'],1,1,569132,2018,2
2018年2月22日 05:51:56,[],0,6,569132,2018,2
2018年2月22日 06:25:01,['因為杏仁亦要花氣力'],0,1,569132,2018,2
2017年9月18日 23:45:43,"['哪有錢整容呀', '想借錢整', '借完->變靚女->呃人錢還錢']",2,0,405666,2017,9
2017年9月19日 03:04:47,"['顯示更多', '', '有冇原文', '話口未完佢用右手一嘢捉住我隻左手就係左邊格勒底拉埋佢個胸，一㩒就㩒佐我隻手落佢個胸度。。。嘩屌！黎真架！好柔軟喎！真係揸到喎！老虎蟹都揸多幾下歎反夠本先！', '當我輕輕搓佐幾下佢個胸佢就問', '佢: 點呀？揸夠未呀？爽唔爽呀？', '我: 爽呀，堅嘢喎，唔係裝假狗喎', '佢: 你都on鳩，邊撚個話我假架？', '我: 無呀，我懷疑之嘛', '佢: 喂夠啦喎，飲果一啖揸咁耐', '', '好笑呀腸腸', '佢係肥豬圓。。']",0,0,405666,2017,9
2017年9月19日 02:06:44,"['顯示更多', '', '佢: (啤住我) 揸你就揸啦，諗乜撚嘢呀！', '我: (伸隻手係佢左邊格勒底慢慢向胸部進發) 嗱，揸架啦！', '佢: 屌！仲婆媽過女人！', '有冇原文', '話口未完佢用右手一嘢捉住我隻左手就係左邊格勒底拉埋佢個胸，一㩒就㩒佐我隻手落佢個胸度。。。嘩屌！黎真架！好柔軟喎！真係揸到喎！老虎蟹都揸多幾下歎反夠本先！', '當我輕輕搓佐幾下佢個胸佢就問', '佢: 點呀？揸夠未呀？爽唔爽呀？', '我: 爽呀，堅嘢喎，唔係裝假狗喎', '佢: 你都on鳩，邊撚個話我假架？', '我: 無呀，我懷疑之嘛', '佢: 喂夠啦喎，飲果一啖揸咁耐', '', '好笑呀腸腸']",0,0,405666,2017,9
2017年9月19日 02:05:36,"['顯示更多', '', '屌你啦 揸開d都叫冇？', '佢: (啤住我) 揸你就揸啦，諗乜撚嘢呀！', '我: (伸隻手係佢左邊格勒底慢慢向胸部進發) 嗱，揸架啦！', '佢: 屌！仲婆媽過女人！', '有冇原文', '話口未完佢用右手一嘢捉住我隻左手就係左邊格勒底拉埋佢個胸，一㩒就㩒佐我隻手落佢個胸度。。。嘩屌！黎真架！好柔軟喎！真係揸到喎！老虎蟹都揸多幾下歎反夠本先！', '當我輕輕搓佐幾下佢個胸佢就問', '佢: 點呀？揸夠未呀？爽唔爽呀？', '我: 爽呀，堅嘢喎，唔係裝假狗喎', '佢: 你都on鳩，邊撚個話我假架？', '我: 無呀，我懷疑之嘛', '佢: 喂夠啦喎，飲果一啖揸咁耐']",0,0,405666,2017,9
2017年9月19日 01:51:21,"['顯示更多', '', '你無波揸唔識分 橙', '屌你啦 揸開d都叫冇？', '佢: (啤住我) 揸你就揸啦，諗乜撚嘢呀！', '我: (伸隻手係佢左邊格勒底慢慢向胸部進發) 嗱，揸架啦！', '佢: 屌！仲婆媽過女人！', '有冇原文', '話口未完佢用右手一嘢捉住我隻左手就係左邊格勒底拉埋佢個胸，一㩒就㩒佐我隻手落佢個胸度。。。嘩屌！黎真架！好柔軟喎！真係揸到喎！老虎蟹都揸多幾下歎反夠本先！', '當我輕輕搓佐幾下佢個胸佢就問', '佢: 點呀？揸夠未呀？爽唔爽呀？', '我: 爽呀，堅嘢喎，唔係裝假狗喎', '佢: 你都on鳩，邊撚個話我假架？', '我: 無呀，我懷疑之嘛', '佢: 喂夠啦喎，飲果一啖揸咁耐']",0,0,405666,2017,9
2017年9月19日 01:49:27,"['顯示更多', '', '啲啲呀', '你無波揸唔識分 橙', '屌你啦 揸開d都叫冇？', '佢: (啤住我) 揸你就揸啦，諗乜撚嘢呀！', '我: (伸隻手係佢左邊格勒底慢慢向胸部進發) 嗱，揸架啦！', '佢: 屌！仲婆媽過女人！', '有冇原文']",0,0,405666,2017,9
2017年9月19日 01:39:59,"['顯示更多', '', '', '啲啲呀', '你無波揸唔識分 橙', '屌你啦 揸開d都叫冇？', '佢: (啤住我) 揸你就揸啦，諗乜撚嘢呀！', '我: (伸隻手係佢左邊格勒底慢慢向胸部進發) 嗱，揸架啦！', '佢: 屌！仲婆媽過女人！']",0,0,405666,2017,9
2017年9月19日 01:37:20,"['顯示更多', '', '得dd唔等於有d架', '', '啲啲呀', '你無波揸唔識分 橙', '屌你啦 揸開d都叫冇？']",0,0,405666,2017,9
2017年9月19日 01:34:29,"['顯示更多', '', '屌你啦 d都叫唔好？', '得dd唔等於有d架', '', '啲啲呀', '你無波揸唔識分 橙']",0,0,405666,2017,9
2017年9月19日 01:33:01,"['顯示更多', '', '你心口唔好', '屌你啦 d都叫唔好？', '得dd唔等於有d架', '', '啲啲呀']",0,0,405666,2017,9
2017年9月19日 01:29:40,"['顯示更多', '', '靚女係唔會有心地唔好依回事', '你心口唔好', '屌你啦 d都叫唔好？', '得dd唔等於有d架']",0,0,405666,2017,9
2017年9月19日 01:26:25,"['顯示更多', '', '你好靚女 但係心地唔好', '靚女係唔會有心地唔好依回事', '你心口唔好', '屌你啦 d都叫唔好？', '得dd唔等於有d架']",0,0,405666,2017,9
2017年9月19日 01:24:37,"['顯示更多', '', '過煮啦', '你好靚女 但係心地唔好', '靚女係唔會有心地唔好依回事', '你心口唔好', '屌你啦 d都叫唔好？']",0,0,405666,2017,9
2017年9月19日 01:23:07,"['見到我都唔say hi', '過煮啦', '你好靚女 但係心地唔好', '靚女係唔會有心地唔好依回事', '你心口唔好']",0,0,405666,2017,9
2017年9月19日 01:22:01,"['…見到啲囡囡個個都好高質 又瘦又靚又索又後生 好想整容', 'fast', 'u give me $$$???', '去台灣整??', '無所謂 求助養']",0,0,405666,2017,9
2017年9月19日 01:21:35,"['顯示更多', '', '過煮啦', '你好靚女 但係心地唔好', '靚女係唔會有心地唔好依回事', '你咪會', '', '', '有冇發現多數話d靚女性格差既人...', 'https://lihkg.com/thread/395855/page/1?ref=web', '- 分享自 LIHKG 討論區', '', '靚女唔會心地唔好，就算係都叫真性情', '心地唔好嘅人唔會靚']",0,0,405666,2017,9
2017年9月19日 00:40:38,"['見到我都唔say hi', '過煮啦', '你好靚女 但係心地唔好', '靚女係唔會有心地唔好依回事']",0,0,405666,2017,9
2017年9月19日 00:31:51,"['見到我都唔say hi', '過煮啦', '你好靚女 但係心地唔好']",0,0,405666,2017,9
2017年9月19日 00:30:28,"['見到我都唔say hi', '過煮啦']",0,0,405666,2017,9
2017年9月19日 00:30:13,"['人生重來槍', '射我啦']",0,0,405666,2017,9
2017年9月19日 00:30:03,"['一個po 兩個煩膠', '1234都無入']",0,0,405666,2017,9
2017年9月19日 00:10:26,['一個po 兩個煩膠'],0,0,405666,2017,9
2017年7月4日 22:35:57,"['原來影相果個係你 葵興連登巴打', '咁都有得相認', '原來係你']",0,0,309152,2017,7
2017年7月4日 21:20:07,"['原來影相果個係你 葵興連登巴打', '咁都有得相認']",0,0,309152,2017,7
2017年7月4日 13:24:04,['原來影相果個係你 葵興連登巴打'],0,0,309152,2017,7
2017年1月20日 02:49:59,"['件事好撚柒 場波完全唔關佢事咁', '', 'youtube藍波咩讀書人打街場果條先夠串']",0,0,87891,2017,1
2017年1月20日 02:30:38,['諗起有個post話職業同業餘分別'],0,0,87891,2017,1
2016年11月30日 10:05:22,[],0,0,14656,2016,11
2016年11月30日 09:26:52,['圖呢'],0,0,14656,2016,11
2016年11月30日 09:26:05,"['冇是咁的', '0分重作']",0,0,14656,2016,11
2016年11月30日 09:25:17,['本身想用明年今日方式去講個故事 但發現我寫得唔太好搞到無人明'],0,0,14656,2016,11
2016年11月30日 09:20:03,[],0,0,14656,2016,11
2016年11月30日 09:18:38,"['跟住我內心矛盾左一陣 究竟坦白同老闆講定扮唔知等最後先講 由於呢間鋪係我第一次剪 咁無理由要人做蝕本生意 咁係剪到一半個陣我就同老闆講：不如放包紙巾係到先 我聽日再黎比錢。 誰知老闆把鬼火講：屌你老母 無錢學人剪頭髮 咪撚比我再見到你 再見到你 信唔信我用棍打柒你 呢個時候我頭也不回即刻跑走...', '走到一半 心諗無理由剪一半咁on9 我又去間鋪到叫老闆剪埋未完成個部分 今次我就醒啦 問定老闆有無棍 佢話無 我即刻定晒 咁最後老闆幫我剪完個頭 我同老闆講：你無棍咁我走啦', '就係咁我免費剪左一次頭髮']",0,0,14656,2016,11
2016年11月30日 09:11:08,"['今日落街剪個頭髮 點知無開門', '原來今日唔開 然後我去左隔離到剪', '剪剪下先發現無錢', '', '', '想寫blog 就咪撚係到開post 啦']",0,0,14656,2016,11
2016年11月30日 09:10:09,"['跟住呢？', '', '跟住就係冇跟住', '', '咁跟住呢？']",0,0,14656,2016,11
2016年11月30日 09:07:18,['無限loop'],0,0,14656,2016,11
2016年11月30日 09:04:37,"['跟住呢？', '', '跟住就係冇跟住']",0,0,14656,2016,11
2016年11月30日 09:04:07,['加甜'],0,0,14656,2016,11
2016年11月30日 09:00:31,['跟住呢？'],0,0,14656,2016,11
2019年8月21日 09:59:58,['元朗手足接力'],1,0,1494142,2019,8
2019年8月21日 10:34:51,['垃圾警犬'],0,0,1494142,2019,8
2019年8月21日 10:10:17,['街坊落街'],0,0,1494142,2019,8
2019年8月21日 09:46:47,"['元朗街坊！', '！！！！一']",0,0,1494142,2019,8
2022年10月17日 22:47:33,"['最毀佢人生咪你呢個老母', '生出嚟注定無父愛', '係你令佢唔信男人唔信愛情要les', '650']",57,5,3183361,2022,10
2022年10月17日 22:52:43,"['呢個世界大把單親家庭,得你咁有錢但教到個女咁', '391']",12,2,3183361,2022,10
2022年10月17日 22:54:54,"['係幾慘既', '', '老母將佢當工具威脅中出佢老母個男人', '300']",8,2,3183361,2022,10
2022年10月17日 22:46:10,"['係sad嘅 成龍個女搞到咁撚樣', '267']",5,7,3183361,2022,10
2022年10月17日 23:56:01,"['至少有加藉, 好過好多港豬了', '194']",7,4,3183361,2022,10
2022年10月18日 00:44:46,"['好心成龍每個月比幾萬蚊生活費個囡啦', '成龍真係好撚賤，一蚊都冇俾過，老實講佢有錢到手指隙漏啲出嚟都幾百萬啦', '172']",4,6,3183361,2022,10
2022年10月18日 01:12:14,"['最毀佢人生咪你呢個老母', '生出嚟注定無父愛', '係你令佢唔信男人唔信愛情要les', '真係慘 注定有好嚴重嘅daddy issue', '其實佢明知條撚樣唔會放棄個老婆揀佢', '都仲要生個b出嚟諗住俾壓力個男人', '咁就害咗個小生命一世', '成世都俾人知佢二奶女', '成世都無父愛', '成世都單親家庭長大', '個女反佢都應份 就因為佢當年一個自私決定', '138']",4,2,3183361,2022,10
2022年10月18日 00:58:21,"['好心成龍每個月比幾萬蚊生活費個囡啦', '成龍真係好撚賤，一蚊都冇俾過，老實講佢有錢到手指隙漏啲出嚟都幾百萬啦', '只可以講 佢真係夠絕情', '因為呢俾得一次', '之後就會有千萬既理由去問佢攞錢', '到你比開突然唔比 仲衰過你一次都唔比', '126']",6,3,3183361,2022,10
2022年10月18日 00:42:29,"['顯示更多', '屌你老母你無撚腦架 點會怪佢老母 佢老母想離婚架', '我搞錯左 無離婚 但係佢兩母女無人理 你無理由怪個老母 當然佢老母之後既教育係另一回事 但佢個女單親家庭長大你無撚理由怪曬落老母度', '明知個男人有老婆，當你係雞，你都黏埋佢，俾佢中出做佢小三，仲要有私生子。', '除非你話被人姦，否則個老母真係要負全責，唔潔身自愛。', '117']",26,4,3183361,2022,10
2022年10月18日 01:25:10,"['最毀佢人生咪你呢個老母', '生出嚟注定無父愛', '係你令佢唔信男人唔信愛情要les', '真係慘 注定有好嚴重嘅daddy issue', '其實佢明知條撚樣唔會放棄個老婆揀佢', '都仲要生個b出嚟諗住俾壓力個男人', '咁就害咗個小生命一世', '成世都俾人知佢二奶女', '成世都無父愛', '成世都單親家庭長大', '個女反佢都應份 就因為佢當年一個自私決定', '如果佢由細個開始就帶佢去外國生活 完全離開呢個圈子可能會好啲 個女真係好慘', '個老豆完全唔肯認佢 見佢一面都唔肯', '成龍真係個大仆街', '89']",2,1,3183361,2022,10
2022年10月17日 23:54:28,"['有幾慘啊', '細個咁有錢', '大個自己攞黎']",75,8,3183361,2022,10
2022年10月17日 23:50:32,"['最毀佢人生咪你呢個老母', '生出嚟注定無父愛', '係你令佢唔信男人唔信愛情要les', '真係慘 注定有好嚴重嘅daddy issue', '61']",3,2,3183361,2022,10
2022年10月18日 01:09:44,"['成龍仆街一件事 成長期著好住好有書讀唔會過得差', '大個條路自己揀就自己負責', '48']",2,3,3183361,2022,10
2022年10月18日 01:18:44,"['好心成龍每個月比幾萬蚊生活費個囡啦', '成龍真係好撚賤，一蚊都冇俾過，老實講佢有錢到手指隙漏啲出嚟都幾百萬啦', '只可以講 佢真係夠絕情', '因為呢俾得一次', '之後就會有千萬既理由去問佢攞錢', '到你比開突然唔比 仲衰過你一次都唔比', '一樣，衣家唔俾錢都唔見得好，', '重點係佢叫雞求求其其都fing好多錢，但自己個女一蚊都唔俾', '44']",1,1,3183361,2022,10
2022年10月18日 02:09:57,"['呢個世界大把單親家庭,得你咁有錢但教到個女咁', '邊有教過，根本無諗過想要個女，何況去教佢', '45']",3,2,3183361,2022,10
2022年10月18日 01:12:23,"['成龍仆街一件事 成長期著好住好有書讀唔會過得差', '大個條路自己揀就自己負責', '其實都比佢老母累 拎個女要脅人', '實討人厭啦', '你正正常常 就算成龍幾唔錫佢', '但一百幾十萬成蟲當比乞衣都不痛不癢啦', '44']",4,1,3183361,2022,10
2022年10月18日 03:32:13,"['顯示更多', '我搞錯左 無離婚 但係佢兩母女無人理 你無理由怪個老母 當然佢老母之後既教育係另一回事 但佢個女單親家庭長大你無撚理由怪曬落老母度', '明知個男人有老婆，當你係雞，你都黏埋佢，俾佢中出做佢小三，仲要有私生子。', '除非你話被人姦，否則個老母真係要負全責，唔潔身自愛。']",35,1,3183361,2022,10
2022年10月18日 02:08:04,"['顯示更多', '真係慘 注定有好嚴重嘅daddy issue', '其實佢明知條撚樣唔會放棄個老婆揀佢', '都仲要生個b出嚟諗住俾壓力個男人', '咁就害咗個小生命一世', '成世都俾人知佢二奶女', '成世都無父愛', '成世都單親家庭長大', '個女反佢都應份 就因為佢當年一個自私決定', '如果佢由細個開始就帶佢去外國生活 完全離開呢個圈子可能會好啲 個女真係好慘', '個老豆完全唔肯認佢 見佢一面都唔肯', '成龍真係個大仆街', '成龍擺明叫哂條女落仔但死都唔肯', '', '畀我都唔會理佢']",36,3,3183361,2022,10
2022年10月18日 04:13:37,"['顯示更多', '只可以講 佢真係夠絕情', '因為呢俾得一次', '之後就會有千萬既理由去問佢攞錢', '到你比開突然唔比 仲衰過你一次都唔比', '一樣，衣家唔俾錢都唔見得好，', '重點係佢叫雞求求其其都fing好多錢，但自己個女一蚊都唔俾', '好似佢老婆唔比佢俾阿', '話就咁講啫 拎正室出黎做擋箭牌', '實情佢老婆有冇咁大權 控制到成龍啲錢點用丫', '係咁有say既 成龍從來都唔會玩女人啦']",27,0,3183361,2022,10
2022年10月18日 03:06:13,"['成龍真係仆街黎', '咁都忍到心', '上面好多人話唔認冇問題 唔係成龍責任', '咁佢鹹濕嗰下唔戴套搞大咗人個肚一走了之都冇問題咩', '連登係咁', '講到成蟲無責任咁', '吳綺莉又係唔識教女 教到個女咁反骨 應該縱壞哂', '', '我唔覺得成龍女係無辜 佢都咁大個人 唔好下下賴屋企', '廿幾歲人仲咁唔成熟', '我相信佢肯讀書 屋企一定會供到佢讀', '偏偏自己揀錯路 搞到咁 唔抵可憐']",26,2,3183361,2022,10
2022年10月18日 01:33:32,"['成龍真係世紀賤男', '', '中国唔係好憎失德藝人架咩？', '21']",1,1,3183361,2022,10
2018年10月21日 06:37:16,['下次試下見到警察掉轉頭跑'],761,3,870781,2018,10
2018年10月21日 06:47:53,"['會帶', '', '利申:成個賊樣', '432']",7,1,870781,2018,10
2018年10月21日 06:36:05,['跑左n年一直都冇帶'],307,3,870781,2018,10
2018年10月21日 06:36:27,['唔帶 問過我朋友 你跑步好少會查你 就算無份都無乜野'],281,2,870781,2018,10
2018年10月21日 06:37:28,"['跑緊步 警犬得閒搞你咩', '268']",3,2,870781,2018,10
2018年10月21日 06:38:09,"['我踩單車去到屯門公路轉車站都唔帶', '有咩好驚 最多咪鎖手扣車你去差館']",262,7,870781,2018,10
2018年10月21日 07:58:47,"['拆家同買家一路跑一路交收', '211']",1,1,870781,2018,10
2018年10月21日 08:43:00,['117'],1,1,870781,2018,10
2018年10月21日 07:04:31,"['有幾何差佬會將正正經經跑緊步既跑步撚當做可疑人物', '行埋黎問有無見過某某失蹤人士就試過']",68,1,870781,2018,10
2018年10月21日 07:46:52,"['跑緊步 警犬得閒搞你咩', '話唔停得 叫佢陪你一齊跑住check', '64']",0,1,870781,2018,10
2018年10月21日 07:05:15,['你駛撚扮'],65,2,870781,2018,10
2018年10月21日 06:38:50,['淨係攞電話同埋耳機去跑'],55,1,870781,2018,10
2018年10月21日 06:50:48,"['跑步你個身上面乜鳩都冇 佢得鬼閒理你咩 又唔會起到粉', '55']",2,1,870781,2018,10
2018年10月21日 08:28:36,"['拆家同買家一路跑一路交收', '接力式交收', '47']",0,1,870781,2018,10
2018年10月21日 06:37:01,['銀包都唔會帶'],42,2,870781,2018,10
2018年10月21日 07:59:06,"['會帶', '', '利申:成個賊樣', '誠實 自知之明']",35,1,870781,2018,10
2018年10月21日 07:18:54,"['試過唔帶...', '咁岩有幾個MK仔行係我隔離, 我都比人查埋一份']",36,3,870781,2018,10
2018年10月21日 08:56:29,"['不嬲跑步淨係揸住張身分證跑', '電話都唔會帶']",31,2,870781,2018,10
2018年10月21日 10:13:24,['跑左好多次都冇帶，有一次跑完返到屋企樓下俾警察查身份證，仲問我係街做乜，我反問佢著到咁可以做乜 自此之後都帶去跑，但都冇再被查過'],22,0,870781,2018,10
2019年8月31日 05:58:11,"['沙田深水涉葵涌元朗', '請立即 落樓', '38']",0,4,1521804,2019,8
2019年8月31日 06:08:41,"['葵涌勁多狗車聲 急需家長', '9']",0,1,1521804,2019,8
2019年8月31日 05:54:22,['街坊接力'],6,0,1521804,2019,8
2019年8月31日 06:08:07,"['大家！應該可以試下用番梘個source來自wiki當年purple Rain Protest，請幫手試，如果ok請spread開去，p牌仔推唔到post希望幫到人', 'https://en.m.wikipedia.org/wiki/Purple_Rain_protest']",5,0,1521804,2019,8
2019年8月31日 06:00:16,"['帶衫落去接仔喇', '5']",0,1,1521804,2019,8
2019年8月31日 06:37:42,"['沙田深水涉葵涌元朗', '請立即 落樓', '大仙？', '呢區唔洗叫 自動波了']",3,0,1521804,2019,8
2019年8月31日 06:02:40,"['黃大仙站對出有狗', '黃大仙中心 老龍兩邊']",3,0,1521804,2019,8
2019年8月31日 06:00:50,['唔只係轉場，係屋企要人'],4,1,1521804,2019,8
2019年8月31日 05:53:36,[],3,0,1521804,2019,8
2019年8月31日 06:17:08,"['返沙田列隊歡迎', '2']",0,1,1521804,2019,8
2019年8月31日 06:32:54,['修頓個邊有車 三個位'],1,0,1521804,2019,8
2019年8月31日 06:17:26,"['［化學］如何清洗顏色水劑（含acrylics/PMMA）', 'https://lih.kg/1406604', '- 分享自 LIHKG 討論區', '', '1. hot sodium carbonate solution', '', '-蘇打水，溫度50度或更高，建議自己開，落多小小都唔怕', '（同小蘇打sodium bicarbonate有啲分別，唔知bicarbonate效果係點）', '', '2.消毒火酒（酒精）/含消毒火酒成份濕紙巾', '', '3.化妝水/卸妝水/洗甲水', '', '可以洗到有acrylics/PMMA嘅顏料', '', '紅字係考慮完availability, effectiveness, usefulness, side-effects嘅建議', '', '另外衫褲鞋襪可以先噴防水噴霧', '中招就唔好留直接dum咗佢', '', '消毒火酒：', '易買 平 可用作消毒 但係多用傷皮膚', '化/卸妝水：', '女仔會有 比較唔傷皮膚 但貴 同埋唔同牌子效果可能會有差異', '', '其他建議：', '#67 威猛先生玻璃劑', '#91 含酒精成分濕紙巾', '#117 大塊顏料可以待乾再成塊搣', '', '#127', '可以搽定凡士林/hand cream', '保持皮膚濕潤方便移除顏料', '', '#145', '唔敢去五金可以去模型舖買Mr Color paint remover/Mr Color tool cleaner，冇就買住水性油天拿水頂住先', '', '#148', '補充使用順序：', '先用水性油天拿水或者75%酒精捽', '好頑固捽唔到嗰啲先用paint remover/tool cleaner', '因為用完呢兩隻，啲顏料會變硝基，用唔返酒精', '最後都唔得先好用洗甲水', '', '#164', '凡士林coating，logon $50 gel removal', '2', '1']",0,1,1521804,2019,8
2019年8月31日 06:14:03,[],1,0,1521804,2019,8
2019年8月31日 06:01:05,['濕紙巾全面進場'],1,0,1521804,2019,8
2019年8月31日 05:55:13,[],1,0,1521804,2019,8
2019年12月25日 11:49:11,['拍片事主都要小心'],87,2,1797845,2019,12
2019年12月25日 12:19:31,"['又吹水 收皮啦', 'Fuck off', '80']",2,1,1797845,2019,12
2019年12月25日 11:53:04,"['係比班狗射落黎', '55']",1,1,1797845,2019,12
2019年12月25日 11:53:23,"['其實就算係真有片 佢地都唔會認', '', '你亦奈佢地唔何', '53']",13,2,1797845,2019,12
2019年12月25日 11:54:14,"['好難咬得入，如果無片影到事發經過', '32']",1,2,1797845,2019,12
2019年12月25日 12:26:37,"['', '', '', '', '30']",0,3,1797845,2019,12
2019年12月25日 12:24:48,"['', '', '', '', '24']",0,5,1797845,2019,12
2019年12月25日 12:15:56,"['係比班狗射落黎', '你講哩單？', '係兩單野', '定同一單，擲撚完再有人喺下面補鎗', '', '23']",1,1,1797845,2019,12
