,time,text,support,against,post_id,year,month
616,2018年8月14日 23:26:10,"['根本完全可行先咁多五毛', '其實97前個模式都同獨立無乜分別', '', '其實係走向獨立\u3000可惜當時香港人仲係ＢＢ']",2,0,777691,2018,8
617,2018年8月14日 11:20:05,"['其實一早睇得出支那想慢慢拎走香港既必須品', '交通公具已係一個好好既例子', '加下要慢慢去中國化']",2,0,777691,2018,8
618,2018年8月14日 10:47:32,"['獨派而家要做既係收皮，然後重整旗鼓再出發', 'https://lih.kg/702364', '- 分享自 LIHKG 討論區']",1,0,777691,2018,8
619,2018年8月14日 10:35:50,['我就一定無咁長命見到呢一日，寄望年輕一輩唔好放棄'],1,0,777691,2018,8
620,2018年8月13日 01:15:16,"['https://www.facebook.com/13013134bobby/posts/924991434351735', '', 'Sian Lo Lung:', '', '其實香港是滯脹，因而資金都流進了房地產，而受操控的香港政府又跟隨宗主國實施凱因斯經濟政策掩飾問題，所以會見到有大量沒有需求甚至反對又不可能回本的基建，公務員人數大量增加，犧牲安全也要建基和樓宇完工，而當然，樓價也是不能跌的。', '', '', 'Sian Lo Lung:', '', '透過不斷失去，而去增加GDP，違反了經濟的意義。只不過，GDP多了，自然是有某些人得益了，他們個人狀況好了。香港是GDP增加的經濟不景，景氣這個日本詞彙並不單純講數字。']",1,0,777691,2018,8
621,2018年8月27日 23:53:34,['好似見到未來'],0,0,777691,2018,8
622,2018年8月27日 23:43:55,['論述得好好'],0,0,777691,2018,8
623,2018年8月24日 00:26:31,"['不嬲覺得港獨唔可行', '但係見到港獨斬件上呢樣野我又覺得可以做喎']",0,0,777691,2018,8
624,2020年11月8日 23:40:29,"['有同無你都係搞佢架啦 廢話', '287']",2,2,2278332,2020,11
625,2020年11月8日 23:41:29,"['原來美國係媒體國家', '而家搞政變', '85']",2,5,2278332,2020,11
626,2020年11月8日 23:41:29,"['', '過去川普受到「公共利益準則」的保護，推特無法暫停或刪除川普的帳號，如今在美國總統大選結束，川普成落馬後，在明年一月也將失去 Twitter 上的保護！', '', '什麼是「公共利益」保護特權', '', '根據推特的社群守則，用戶違規的頻率太高會導致帳戶暫時或永久停用。不過，公眾人物受到「公共利益例外」政策（public-interest exception）的保護。', '過去川普受到「公共利益準則」（public interest guidelines）的保護，推特無法暫停或刪除川普的帳號，如今在美國總統大選結束，川普成落馬後，在明年一月也將失去 Twitter 上的「公共利益例外」政策（public-interest exception）保護。', '不過推特強調，如果世界領導人煽動恐怖主義，對個人施加直接威脅暴力，發表個人資料（例如某人住所地址），未經該主題同意而發表私密照片或影片以及從事與兒童性行為有關的內容，仍然可能會受到製裁。無論是否受公共利益保護，以上內容均適用於社群規則。', '像是日前美國警察對黑人執法過當致死事件，隨後變為暴力抗爭，民眾甚放火焚燒明尼蘇達州當地警局。川普在推特表示，「當發生劫掠事件時，就是開槍之時！」因為涉及讚揚暴力推特將川普推文隱藏起來。', '大選結束 推特證實川普失去特權', '', '「推特對世界領導人、候選人和公職人員的態度基於此原則，人們應該能夠在清晰的背景下看到他們的領導人所說的話。推特會透過警告標籤，或是限制某些推文。此政策適用於當前的世界領導人和現任總統候選人，不再擔任這些職位的公民不適用於此保護。」 Twitter發言人向外媒證實。', '', '選總統喬·拜登於2021年1月20日上任，川普總統卸任後，其他特定的帳戶（如@ WhiteHouse，@ POTUS和@FLOTUS）將轉移到新的政府部門，同時，川普將失去他作為領導人享有的特權。推特證實，川普的 @realDonaldTrump 帳戶將與任何其他用戶適用於相同的規則-包括禁止煽動行為暴力、張貼有關投票或新冠狀肺炎的假消息。', '', 'https://www.inside.com.tw/article/21489-trump-twitter-world-leader-public-interest-exception-ends', '當發生劫掠事件時，就是開槍之時！」因為涉及讚揚暴力推特將川普推文隱藏起來', '', 'looting 就唔係暴力', '57']",3,1,2278332,2020,11
627,2020年11月8日 23:41:12,['都失去咗好耐啦 只不過冇del個ac'],55,2,2278332,2020,11
628,2020年11月9日 00:28:08,"['logic fail一個月前twiiter有不停ban鳩人地啲tweet？你個腦係咪唔識轉？一開始點睇就一世點睇？弱智就唔好留言啦', '14']",3,3,2278332,2020,11
629,2020年11月8日 23:43:30,"['原來美國係媒體國家', '而家搞政變', '變咗商業共和國', 'Weitter幾時ban鳩件垃圾AOC話要清算侵粉個tweet', '11']",0,1,2278332,2020,11
630,2020年11月9日 00:18:30,"['明明真正既選舉都未結束', '', '係班媒體自己走出黎話已經完左', '', '人地政府官方都未走出黎宣佈最後結果']",10,0,2278332,2020,11
631,2020年11月8日 23:42:13,"['原來美國係媒體國家', '而家搞政變', '變咗商業共和國', '10']",0,1,2278332,2020,11
632,2020年11月8日 23:45:47,"['原來美國係媒體國家', '而家搞政變', '變咗商業共和國', 'Weitter幾時ban鳩件垃圾AOC話要清算侵粉個tweet', 'Twitter ：冇問題 因為Trumper = Nazi', '清算佢哋好應該 因為佢哋唔係人 係社會垃圾']",8,0,2278332,2020,11
633,2020年11月9日 00:17:46,[],9,2,2278332,2020,11
634,2020年11月9日 00:00:35,"['想trump連任唔係想睇佢打殘中共', '依家係想睇佢點鏟鳩依班賣國賊']",7,0,2278332,2020,11
635,2020年11月9日 00:34:52,"['logic fail一個月前twiiter有不停ban鳩人地啲tweet？你個腦係咪唔識轉？一開始點睇就一世點睇？弱智就唔好留言啦', 'fake news？你收皮啦，trump出個tweet通知有個press conference幾點開始都比人ban呀，乜撚野雙重標準呀收鳩皮啦', '5']",0,1,2278332,2020,11
636,2020年11月9日 00:48:57,"['笑左', '有咩好笑？一個月前Twitter冇做呢啲仆街野，一個月後咩仆街野都做盡，咁而家睇清楚哂，話佢係邪惡軸心有咩問題？成班都冇時間前後次序觀念', '同埋連登從來都冇讚過Twitter D乜', '叫人上Twitter做任 只係因為外國人用Twitter', '我都唔明上面有乜好笑 BTW 邏輯混亂既人就係咁 都費是笑鳩佢', '4']",0,1,2278332,2020,11
637,2020年11月8日 23:48:53,"['晒氣啦', '依家侵講一句Twitter fb就sensor 一句', '有撚分別咩']",4,0,2278332,2020,11
638,2020年11月8日 23:46:42,['一切講利益啫'],4,0,2278332,2020,11
639,2020年11月9日 01:19:29,"['上面仲咁多人未Block呢隻愛登力', '喺到咁認真覆佢', '4']",1,1,2278332,2020,11
640,2020年11月9日 00:55:16,"['之前未有中國大陸人李飛飛加入Twitter', '', '現在經過總統選舉後，居然在最民主自由的國家禁聲，完全脫離成立的本意。']",3,0,2278332,2020,11
641,2020年11月9日 00:47:19,"['笑左', '有咩好笑？一個月前Twitter冇做呢啲仆街野，一個月後咩仆街野都做盡，咁而家睇清楚哂，話佢係邪惡軸心有咩問題？成班都冇時間前後次序觀念', '呢兩條友不嬲都係咁']",3,0,2278332,2020,11
642,2020年11月9日 00:21:54,"['推特無法暫停或刪除川普的帳號', '但刪po及禁言']",3,0,2278332,2020,11
643,2017年4月27日 18:29:01,['班撚人潛曬水'],0,0,198516,2017,4
644,2017年4月15日 05:21:37,"['最on9係金正恩', '', '其實佢安份守己 做個土皇帝, 根本唔會有人得閒理佢', '但佢成日射導彈, 又玩核武, 搞到成日比人制裁佢/ 又搞到好似開戰咁', '都唔知為乜', '', '咪就係為咗鞏固佢土皇帝個位囉', '', '由最初捉人犬決，到隊冧自己大佬', '搞咁撚多嘢就係排除異己同埋show俾其他人佢唔係一舊簡單肥膏，係一舊識玩計謀嘅肥膏，收反佢班友皮', '', '講真由佢上台到而家，不嬲最驚唔知舊肥膏為咗鞏固自己皇位，會拉幾多人落水啫', '', '利申：聽維園阿伯9吹']",0,0,198516,2017,4
645,2017年4月15日 05:01:31,"['美國佬：導彈唔描日本南韓同美國話鳩知你', '', '上面話我讀死書同過時，而家係侵侵捉棋既人去曬邊呀']",0,0,198516,2017,4
646,2017年4月13日 07:20:46,"['如果照巴打以利益行先黎行下一步棋', '美國跟本就唔會出導彈轟炸敘利亞', '化武？wfc', '導彈炸個中東佬冇利益？首先國內所有鷹派支持行動，第二，有民望，三，佢俾人話係俄佬簡諜好耐，而家可以叫呢班人收聲，四，可以話俾棋王知我唔係得把口，講得出做得到，睇你北泡會唔會hea鳩我', '', '1石N鳥叫冇利益，你對眼盲左定個腦懵左', '', '而美國 暫時只係炸左一次就無再炸', '又無好似打伊拉克咁, 出30萬地面部隊去打']",0,0,198516,2017,4
647,2017年4月13日 07:17:33,"['顯示更多', '', '火炮唔係ICBM要加燃料，ICBM由落order到射得出起碼20分鐘，火炮入彈到射出唔洗2分鐘', '金仔啲炮識瞬間轉移？', '冇後勤線？', '支炮唔駛瞄？', '入彈就得？', '以上仲要係飯都未必食得飽嘅北韓士兵做', '農民食唔飽, 軍隊一定食得飽', '', '北韓政府承行先軍政治，朝鮮人民軍會比百姓率先取得如糧食等配給，但這並不意味他們不需擔心糧食短暫帶來的問題。在糧食不足的危機出現後，北韓政府要求軍人自行耕種，以達自給自足（政府只供應鹽與米）。然而，即使軍人得到糧食配給，其份量並不足以果腹。有報導引述脫北者指，在邊界的軍人也沒有東西吃，只要給予賄賂就能讓災民越過國界[22]；饑餓的士兵又搶劫商人或平民的糧食和財產。同時，不少軍人的家屬也因為子女當兵而被拒絕獲得任何糧食配給。']",0,0,198516,2017,4
648,2017年4月13日 01:17:15,['睇到一半 睇到樓主賭撚 好有自信'],0,0,198516,2017,4
649,2017年4月13日 01:13:06,"['顯示更多', '', '', '', '純想講研究進度', '', '如果係咁研究左大浦洞2就唔使再研究落去啦，夠射日本有突', '', '射到日本夠La, 嚇下人之麻. 大浦洞2唔撚準麻.', '你射日本美國可以忍, 你射美國美國實打鳩你la.', '', '', '美國應該唔會想等到北韓研究成功，因為萬一真係射左又中左就太遲', '', '到真係有, 美國就唔打la, 射一支就經濟大爆炸.', '你無野係手, 有著數就打鳩你la.', '', '', '所以就係唔比佢有，但係金仔果勢係真係整緊，美國出手係遲早問題']",0,0,198516,2017,4
650,2017年4月13日 01:08:58,"['我想講沈mk 履歷 勁過你，咪又係經常錯', '', '掌權者點始終唔係你決定']",0,0,198516,2017,4
651,2017年4月13日 01:05:53,"['簡直白痴', '打同唔打係各有理由', '', '比高分你只需要似層層，唔等同你係真理']",0,0,198516,2017,4
652,2017年4月13日 00:46:33,['打一打，多左強國同俄佬做 friend，又可以報答 Shell，係我會打'],0,0,198516,2017,4
653,2017年4月12日 23:04:47,"['顯示更多', '', '咁多假設，你不如話D軍人全部訓曬，當你50 用得你首爾都唔洗要，美國果D就好似以前D防空炮咁，打新D快D既飛機好好，一慢D就冇計', '呢啲假設合理喎', '北韓冇錢啲炮可靠性低有乜咁出奇', '都係冇人答到我點樣集結幾千支炮而唔會俾美軍發現', '三八線後20公里咁撚大area，仲要有d係「樹林」有掩護，有d係「地堡」', '美帝話最壞情況北泡有兩萬碌火炮，都係果句我當3千碌好未，一碌射三炮都九千炮，你香港俾人亂轟9百炮都死啦', '波斯灣個陣', '美軍係mon住成條伊拉克-沙特邊境', '樹？有雷達有紅外線', '北韓咁高科技？', '連你核試掘隧道都用衛星睇到', '地堡？', '', '用cbu-97/105聰明集束炸彈', '當你得1/4中即係一個十支炮', '一架F-15E裝12個', '10x12x24=2880', '廿四架搞掂']",0,0,198516,2017,4
654,2017年4月12日 22:48:18,"['顯示更多', '', '', '無可能la, 同埋北泡目標射到日本就收貨, 唔會射美國.', '', '另外金仔一定唔會放棄核武, 之前D卡達菲薩達姆真係銷毀武器就打鳩你.', '', '', '純想講研究進度', '', '如果係咁研究左大浦洞2就唔使再研究落去啦，夠射日本有突', '', '射到日本夠La, 嚇下人之麻. 大浦洞2唔撚準麻.', '你射日本美國可以忍, 你射美國美國實打鳩你la.', '', '', '美國應該唔會想等到北韓研究成功，因為萬一真係射左又中左就太遲', '', '到真係有, 美國就唔打la, 射一支就經濟大爆炸.', '你無野係手, 有著數就打鳩你la.']",0,0,198516,2017,4
655,2017年4月12日 22:46:23,"['等睇癲既金仔行緊一盤兵行險著既大棋', '', 'North Korea May Be Preparing Its 6th Nuclear Test', 'https://www.nytimes.com/interactive/2017/04/12/world/asia/north-korea-nuclear-test.html?smid=fb-nytimes&smtyp=cur']",0,0,198516,2017,4
656,2017年4月12日 22:41:43,"['記得前排睇過d報導話，比金仔再試落去，應該4-6年就可以射核彈去美國', '', '無可能la, 同埋北泡目標射到日本就收貨, 唔會射美國.', '', '另外金仔一定唔會放棄核武, 之前D卡達菲薩達姆真係銷毀武器就打鳩你.', '', '', '純想講研究進度', '', '如果係咁研究左大浦洞2就唔使再研究落去啦，夠射日本有突', '', '射到日本夠La, 嚇下人之麻. 大浦洞2唔撚準麻.', '你射日本美國可以忍, 你射美國美國實打鳩你la.', '', '', '美國應該唔會想等到北韓研究成功，因為萬一真係射左又中左就太遲']",0,0,198516,2017,4
657,2017年4月12日 22:37:37,"['本來搵金正南代肥仔都係一個方法，但又比肥仔出左手先', '所以咪話肥仔唔蠢囉，個個高登仔當佢白痴咁', '', '話佢玩核武白痴, 唔玩先白痴, 不過佢的確唔駛學佢老豆野野靠大聲.', '預著要面既trump搞左自己.']",0,0,198516,2017,4
658,2017年4月12日 22:36:28,"['記得前排睇過d報導話，比金仔再試落去，應該4-6年就可以射核彈去美國', '', '無可能la, 同埋北泡目標射到日本就收貨, 唔會射美國.', '', '另外金仔一定唔會放棄核武, 之前D卡達菲薩達姆真係銷毀武器就打鳩你.', '', '', '純想講研究進度', '', '如果係咁研究左大浦洞2就唔使再研究落去啦，夠射日本有突', '', '射到日本夠La, 嚇下人之麻. 大浦洞2唔撚準麻.', '你射日本美國可以忍, 你射美國美國實打鳩你la.']",0,0,198516,2017,4
659,2017年4月12日 22:30:10,"['記得前排睇過d報導話，比金仔再試落去，應該4-6年就可以射核彈去美國', '', '無可能la, 同埋北泡目標射到日本就收貨, 唔會射美國.', '', '另外金仔一定唔會放棄核武, 之前D卡達菲薩達姆真係銷毀武器就打鳩你.', '', '', '純想講研究進度', '', '如果係咁研究左大浦洞2就唔使再研究落去啦，夠射日本有突']",0,0,198516,2017,4
660,2017年4月12日 22:28:35,"['本來搵金正南代肥仔都係一個方法，但又比肥仔出左手先', '所以咪話肥仔唔蠢囉，個個高登仔當佢白痴咁']",0,0,198516,2017,4
661,2017年4月12日 22:26:54,"['其實美國都係拎北韓開下中國波啫.', '不過trump講野真係有問題, 一句美國會接手其實令美國位置好尷尬.', '即係你做到唔到la. 打就一定無可能, 想打只係日本, 美國好少對佢自己D狗咁好.', '4月15就知習近平同侵侵講左乜']",0,0,198516,2017,4
662,2017年4月12日 22:26:36,['本來搵金正南代肥仔都係一個方法，但又比肥仔出左手先'],0,0,198516,2017,4
663,2017年4月12日 22:26:03,"['記得前排睇過d報導話，比金仔再試落去，應該4-6年就可以射核彈去美國', '', '無可能la, 同埋北泡目標射到日本就收貨, 唔會射美國.', '', '另外金仔一定唔會放棄核武, 之前D卡達菲薩達姆真係銷毀武器就打鳩你.']",0,0,198516,2017,4
664,2017年4月12日 22:23:49,"['', '我唔覺得共和黨想出兵打鳩北泡，佢地未去到咁痴線，因為北泡太多利益關係，更甚只要俄中聯手（唔係抗美援朝果隻）只要放幾個人入去你美國就要面對可能既WWIII，等美國唔會出手，薯仔打伊拉克同北泡唔同啦，你話北泡對美國有威脅10個美國佬10個笑你on9 民意支持唔到佢打仗', '', '照掟導彈其實都同俄佬講左先，同埋時機都好靚', '', '用貿易戰同台灣換北泡可能性係有，但唔會係以開戰做條件，最多係叫支那出手搞掂佢，否則開戰真係太大cost', '', '俄佬不嬲重心都係西方，但佢近幾年都有意同亞洲做生意，都係果句，講錢', '', '老美唔會唔理中東打北泡，唔值，叫共產黨出手好過', '', '叫得老共出手就唔會攪到肥仔恩咁肥仔', '', '站在中共立場是否有咁多資源去收北泡皮？應該冇。仲要計埋北泡那種洗腦式教育。比起當年二戰日本軍國主義更恐怖，冇科技但仲有人力係度同你人海戰，中共未必玩得起。俄佬亦未必得閒理你。', '', '再者，我都話過當年薯仔開阿富汗波係因為911。如果今個月佢真係玩野，唔使多真係癲到飛過日本唔覺意跌落Hawaii 附近，唔使跌落地，係外海都夠驚。唔好話冇技術，肥仔有向俄佬同伊朗買火箭去放煙花。', '', '咁你估驚到震既老美會唔會發癲？', '中國要做既唔係自己去打到北泡收皮，係俾乜野肥仔等佢收手，又或者下下策出老解佔領核設施，甚至政變，總之北韓事，北韓了', '', '你既講法即係都係打尻北韓', '不過係習仔肯做代理人幫Trump搞掂成壇屎', '', '如果好似你話出老解佔領核設施?', '咁咪即係比支那控制成個北韓?', '你覺得美帝會比呢件事發生?', '', '就算老解肯出動', '美帝都一定派空軍聯合作戰', '以便戰後分享戰果', '係既話咪即係美國會打尻北韓囉屌', '老解入北泡係最後最後既可能性，中國免得過都唔會咁做，佢都唔會「控制全國」只係肥仔變扯線公仔（或者最理想狀態好似美日咁，但美國一定唔會出手，只會用野黎換中國出手，蘇州屎唔會拿上身，同埋記住，中國出手就係唔想美國郁手，美國都需要北韓呢隻敵人去維護自己國家係東亞既利益', '', '你可以咁諗，超人打怪獸，冇左怪獸，超人仲有咩戲唱？冇']",0,0,198516,2017,4
665,2017年4月12日 22:22:39,"['其實美國都係拎北韓開下中國波啫.', '不過trump講野真係有問題, 一句美國會接手其實令美國位置好尷尬.', '即係你做到唔到la. 打就一定無可能, 想打只係日本, 美國好少對佢自己D狗咁好.']",0,0,198516,2017,4
666,2017年4月12日 22:16:08,['記得前排睇過d報導話，比金仔再試落去，應該4-6年就可以射核彈去美國'],0,0,198516,2017,4
667,2024年2月15日 16:12:01,"['澤連斯基是拜登及北約捧出來的', '', '睇到呢句都知, 唔係好洗睇落去了', '4']",0,1,3629142,2024,2
668,2024年2月15日 15:59:43,['奶共自毁沃門'],2,0,3629142,2024,2
669,2024年2月15日 23:19:24,"['澤連斯基是拜登及北約捧出來的', '', '睇到呢句都知, 唔係好洗睇落去了', '沃門樓主係睇開呢啲']",0,0,3629142,2024,2
670,2022年11月1日 08:24:54,"['一年左右之前總會見到有啲鬼佬戴', '而家完全見唔到', '因為鬼佬已經走晒']",5,0,3199547,2022,11
671,2022年11月2日 00:46:33,"['強制戴狗罩既呢一段時間', '除咗真係少咗人喺街食煙之外', '對我黎講真係0好處', '我覺得唔介意到咗宜家2022年都仲要戴狗罩既人', '一係就防疫撚', '一係就本身好撚樣衰', '然後覺得全世界人都要同你一齊戴狗罩就唔會顯得你好奇怪', '如果唔係就 屌…', '我真係好撚憎戴狗罩啊屌你老母', '又焗又熱又辛苦 痴撚線咖仆街', '我都唔知幾撚耐無化妝喇 化撚完個狗罩又係度磨磨磨屌你老母真係好撚慘', '素顏係OK 但我鍾意自己化完妝個樣嘛', '如果無強制戴狗罩 我鍾意化妝就化妝 素顏就素顏', '宜家？化撚完都溶啦仆街 乜撚野天氣啊？', '(唔好同我講呢兩日涼咗 我係用緊處於夏天既心情)', '連透個氣 想呼吸下空氣都唔撚得咁', '真係好撚痴線…前排最熱既時候', '我朝早行番工果段路實在太曬太熱成面都係汗 濕撚哂', '忍唔住要除罩……', '但眼見真係無一個人會除…連拉落少少啊 露下鼻啊都唔會 真係好撚痴線…香港人真係好撚捱得', '狗罩好似已經成為咗佢地身體既一部分咁 ', '仲有一樣野未講', '我係個好感性既人', '喜怒哀樂嘅時候表情都好豐富嘅人', '同埋我鍾意睇到人地既表情 尤其笑容', '我都唔知幾耐無見到了 ', '第一次切身地感受到香港無自由', '呢個係確確實實咁感受到的', '1']",0,1,3199547,2022,11
672,2022年11月1日 08:56:43,['你唔講都唔記得'],1,0,3199547,2022,11
673,2022年11月1日 08:22:38,"['一年左右之前總會見到有啲鬼佬戴', '而家完全見唔到', '1']",0,1,3199547,2022,11
674,2022年11月1日 08:21:12,['唔係八億?'],1,0,3199547,2022,11
675,2022年11月2日 03:05:04,['當清瘟膠囊傻？'],0,0,3199547,2022,11
676,2022年11月1日 14:07:17,['狗罩都係'],0,0,3199547,2022,11
677,2021年2月5日 22:49:30,['本身人就係自私，唔會無緣無故咁去愛另一個人'],6,0,2396956,2021,2
678,2021年2月5日 22:48:33,"['講到好似得婚姻係咁', '根本每樣野都可以同利益有關']",4,0,2396956,2021,2
679,2021年2月5日 22:46:38,['其實拍拖都已經係咁'],3,0,2396956,2021,2
680,2021年2月6日 01:41:05,['係 有時就咁靠錢買唔到開心'],0,0,2396956,2021,2
681,2021年2月5日 23:10:24,"['簡單d黎講係交易', '不過潛在交易價格不如叫雞透明']",0,0,2396956,2021,2
682,2021年2月5日 23:08:13,['陰謀論'],0,0,2396956,2021,2
683,2019年9月13日 23:15:49,"['佢出名公職王丫麻', '', '黨鐵唱歌 好期待', '日日咁迫真係想唱下歌relax下家麻', '突別係故障果陣', '夠晒人一定要黎個大合唱', '1']",0,1,1567240,2019,9
684,2019年9月13日 22:52:38,"['今日愛丁堡廣場，中學生集會呀！', '- 分享自 LIHKG 討論區', 'https://lih.kg/ahpeMvU']",1,0,1567240,2019,9
685,2019年9月14日 06:25:41,"['港鐵有計劃逼害本地人口，將粵語族群污衊成罪犯', 'https://lihkg.com/thread/1565953/page/1']",0,0,1567240,2019,9
686,2019年9月13日 23:32:02,"['佢出名公職王丫麻', '', '黨鐵唱歌 好期待', '日日咁迫真係想唱下歌relax下家麻', '突別係故障果陣', '夠晒人一定要黎個大合唱', '香港站 南昌站 青衣站 夠晒大']",0,0,1567240,2019,9
687,2019年9月13日 22:54:21,['唔怪得啦'],0,0,1567240,2019,9
688,2019年8月14日 02:31:13,"['我認為選票呢家野,建制今年區會點都跌唔少', '但佢地配票機制好元善,佢地唔會太擔心']",0,0,1471013,2019,8
689,2019年8月8日 07:17:55,"['中國入罪率係100%', '', '監警會投訴成功率係0%']",0,0,1433205,2019,8
690,2019年8月8日 07:17:01,"['林鄭仲係警察背後搞罷工想點呀', '持住中央唔炒你就咁L串']",0,0,1433205,2019,8
691,2019年8月8日 07:16:13,"['預防性執法??!', '', '721你早兩日就知啦', '點預防呀', '點部處呀']",0,0,1433205,2019,8
692,2019年8月8日 07:15:18,"['唔駛逃犯條例啦', '依家同中國式法治有乜分別呀!!', '', '警察想搞一國一制']",0,0,1433205,2019,8
693,2019年8月8日 07:14:23,"['我冇野講', '', '唔講都屈到你呀!']",0,0,1433205,2019,8
694,2019年1月8日 23:33:12,"['https://twitter.com/ZenoIndie/status/1073468132998578177', '', '我們社會，懷舊是懷舊香港，不是懷舊中國，熱愛本土不是喜愛中國，本地蛋不是中國蛋，我們對 made in Hong Kong 充滿情懷時 made in China 是另一種東西。哪裡是香港人的國家其實非常明顯，絕不是中國。我們香港人，香港利益就是我們國家利益，中國利益是敵國利益，中國是香港敵國，兩者利益是衝突的。']",0,0,974599,2019,1
695,2019年1月8日 23:33:01,"['http://chenglap-ptt.blogspot.com/2010/11/re-part-2_12.html', '', '作者 chenglap (無想流流星拳) 看板 Gossiping', '標題 Re: [問卦] 有香港人認為台灣也是中國一部份的八卦 …', '時間 Sat Oct 30 09:28:11 2010', '───────────────────────────────────────', '', '※ 引述《r010500 (學弟!你肥皂掉了)》之銘言：', ': ※ 引述《chenglap (無想流流星拳)》之銘言：', ': : 於別人的.', ': 看見c大言必稱台灣人 實在令人感動 只是""台灣人""這個概念實在是眾說紛云', ': 有人認為住在台灣島人的人 就是台灣人 那澎湖 金門 馬祖的人是什麼人呢?', ': 而有人則認為台灣是一個國家的名字 台灣人是該國人民', ': 但這個國家沒有領土和主權 已不符合國家要素 和他國交往能力(國對國)應該是0吧', ': 所以目前在台澎金馬上面 有著台灣之名的政府實體叫作""http://www.tpg.gov.tw/""', ': 而台灣省政府也已經變成行政院的派出機關 已非地方自治團體的意思機關', ': 這樣一來 按照這個邏輯 我住在台南 以前可以很自豪的自稱是台灣人', ': 因為台南縣市是台灣省省轄', ': 而今五都過後 台南市成為直轄市 脫離台灣省所轄 人家問我是不是台灣人 我都得說', ': ""我不是台灣人 我是台南人""', ': 所以有請專業鄉民開釋一下 到底""台灣人""是什麼概念呢??', '', '我的觀念並不複雜, 因為我不認為身份認同跟政治或者政府, 有甚麼', '關係, 所以, 「省」, 「國」這些東西是怎樣, 存不存在, 身份認同', '還是可以存在的.', '', '而身份認同就是「你覺得自己是甚麼」, 而不是別人覺得你是甚麼.', '', '至於人怎樣去認同自己, 跟理念, 受的教育, 成長經歷與回憶, 這些', '全部都相關. 人與人並不會絕對地一樣, 但可以有不同程度的類似,', '這種相像並不是指膚色或者高度, 而是心態和理念. 當面對過相同的', '事情產生過相同的感受, 人與人就跟接近. 互相認同大家相似的人就', '會建立起共同的身份認同, 那只是因為大家曾利害一致, 同舟共濟,', '共同進退過.', '', '我在這個站看到的金門人, 馬祖人, 也有自稱臺灣人的, 他們住的地', '方並不是地理上的「臺灣」, 他們卻跟其他臺灣人有著相同的身份認', '同, 那是甚麼?', '', '當選舉的時候, 他們還是跟你們一樣能投票, 當九六年臺海危機的時', '候, 他們也感受到隨時被征服的危機意識, 在學校讀的東西, 用的文', '字, 或者在電視看的節目, 每一件事情, 都是使大家互相建立相同的', '身份認同, 那, 是在於共同的回憶. 這是不能幻想也不能虛構的. 比', '方說, 就算我再受臺灣人歡迎也好, 一群臺灣人聚在一起, 聊當兵的', '事情, 我也是啞口無言的------因為我沒有任何這些回憶.', '', '我們可以是很要好的朋友, 但我們不會擁有相同的身份認同, 身份認', '同是建立在過去之上, 但那並不是那個幾千年前我們沒出生的過去,', '而是我們出生之後, 直至今天的過去, 我所謂的「回憶」. 他的人生', '大部份是建立在哪裡, 和甚麼環境下?', '', '所以, 一個人, 可以是這樣的, 他十歲之前的生活都在日本, 那麼,', '他十二歲時, 算是日本人. 可是當他十歲之後, 去到二十歲, 都住在', '臺灣, 那他的身份會很含糊, 但當他在臺灣住到六十歲, 在這邊住了', '五十年, 他的身份認同我相信就會變成臺灣人. 因為他對臺灣已有比', '日本更多更深刻的回憶.', '', '那是源自他人生中的喜怒哀樂, 悲歡離合.', '', '臺灣人只是一個稱號, 我指的是「這一群人」, 你們稱自己為臺灣人', ', 那我就依照對方怎自稱去稱呼. 那不是因為你們生於臺灣, 而是因', '為你們喜歡被這樣稱呼. 假設有一天你們全都搬到火星上去, 但你們', '還是希望我們稱你們為臺灣人, 那我也會繼續稱之為臺灣人.', '', '我重視的只有我所要對話的對象, 他自己的身份認同和想法, 國家也', '好, 黨也好, 權力也好, 聯合國也好, 這些又憑何能影響我對世界的', '看法? 國家是人類方便自己生存和幸福而製造的工具, 我不會喜歡被', '和螺絲起子, 開瓶器, 牙簽和衛生紙類似的東西, 控制我的觀念.', '', '--']",0,0,974599,2019,1
696,2018年5月30日 09:55:45,['呢個人真係要死全家'],2,0,684494,2018,5
697,2018年4月26日 23:44:53,['系你老母'],0,0,644145,2018,4
